CEBU PORT AUTHORITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMMARY PORT TRAFFIC STATISTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022 3RD QUARTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARTICULARS,,,,TOTAL,JULY 2022,,,,,,,,,TOTAL,AUGUST 2022,,,,,,,,,TOTAL,SEPTEMBER 2022,,,,,,,,,TOTAL,3RD QUARTER 2022,,,,,,,,
,,,,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO,,PMO CIP,PMO PIER 4,PMO PIER 3,PMO PIER 1,PMO MANDAUE,PMO DANAO,PMO STA FE,PMO TOLEDO,PMO ARGAO
Cargo throughput (MT),,,,"5,548,417","477,227","453,097","249,398","306,566","503,346","394,900","657,829","1,321,011","1,185,042","4,945,251","535,212","453,144","249,756","248,845","647,055","304,096","623,590","755,209","1,128,344","5,180,402","468,989","434,947","239,947","245,582","595,939","349,304","598,408","1,020,861","1,226,426","15,674,071","1,481,428","1,341,189","739,101","800,993","1,746,340","1,048,300","1,879,827","3,097,081","3,539,811"
,Domestic,,,"4,003,479","45,611","453,097","249,398","282,428","503,346","343,401","657,829","550,361","918,009","3,895,960","34,886","453,144","249,756","231,425","516,256","299,588","623,590","619,642","867,673","3,938,013","36,774","434,947","239,947","229,620","494,083","345,001","598,408","674,004","885,230","11,837,453","117,271","1,341,189","739,101","743,472","1,513,684","987,990","1,879,827","1,844,006","2,670,912"
,Inbound,,,"1,821,444","32,933","116,997","132,723","106,352","280,267","178,040","345,269","277,210","351,653","1,878,567","26,188","125,226","144,821","91,335","308,196","155,412","330,361","319,208","377,821","1,901,060","25,792","124,151","139,761","89,242","286,774","177,375","314,268","350,260","393,437","5,601,071","84,914","366,374","417,305","286,928","875,236","510,827","989,898","946,678","1,122,910"
,Breakbulk,,,"124,975","32,933","21,444","9,635","20,513","37,824","1,837",38,750,1,"119,143","26,188","27,947","5,750","18,725","37,988","2,047",5,490,1,"157,391","25,792","29,946","42,428","25,602","31,894","1,695",34,0,,"401,509","84,914","79,338","57,814","64,840","107,707","5,579",77,"1,240",2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bulk,,,"199,559",,0,"27,187","12,897","93,001","15,031","28,125","6,645","16,673","298,892",,0,"51,078","8,126","125,769","14,990","28,980","25,193","44,756","294,462",,0,"16,967","12,209","109,248","18,269","29,302","42,694","65,773","792,913",0,0,"95,232","33,232","328,018","48,290","86,407","74,532","127,202"
,Rolling,,,"1,496,909",,"95,553","95,901","72,942","149,441","161,172","317,106","269,815","334,979","1,460,533",,"97,278","87,992","64,484","144,438","138,376","301,376","293,525","333,064","1,449,208",,"94,206","80,366","51,431","145,632","157,411","284,932","307,566","327,664","4,406,649",0,"287,037","264,259","188,856","439,511","456,959","903,414","870,907","995,707"
,Outbound,,,"2,182,036","12,678","336,100","116,675","176,076","223,080","165,361","312,560","273,150","566,356","2,017,393","8,698","327,918","104,935","140,090","208,060","144,176","293,229","300,434","489,853","2,036,953","10,982","310,796","100,186","140,378","207,309","167,625","284,140","323,743","491,794","6,236,382","32,357","974,814","321,796","456,544","638,448","477,163","889,929","897,328","1,548,002"
,Breakbulk,,,"358,642","3,525","73,551","18,553","56,249","32,786","4,515","1,484","4,500","163,479","293,556","2,223","68,752","20,678","43,567","24,968","2,557","1,540","3,142","126,129","303,027","1,952","74,355","15,961","54,100","28,022","3,350","2,400",0,"122,886","955,225","7,700","216,658","55,192","153,917","85,776","10,423","5,424","7,642","412,494"
,Bulk,,,"129,307",,0,"4,888","23,125",760,,,"3,300","97,234","105,891",,0,"2,181","19,750",560,150,,"2,700","80,550","138,091",,0,0,"22,427",600,,"3,040","21,707","90,317","373,289",0,0,"7,069","65,302","1,920",150,"3,040","27,707","268,101"
,Containerized,,,"245,791","9,153","164,937","6,178","24,535","29,369",,,0,"11,620","221,165","6,475","158,025","4,384","16,371","29,540",,,0,"6,370","207,034","9,030","133,079","4,156","16,249","29,488",,,"5,163","9,870","673,990","24,658","456,041","14,718","57,155","88,397",0,0,"5,163","27,860"
,Rolling,,,"1,448,296",,"97,612","87,056","72,167","160,164","160,846","311,076","265,350","294,024","1,396,782",,"101,142","77,694","60,402","152,992","141,469","291,689","294,592","276,804","1,388,801",,"103,363","80,068","47,602","149,199","164,275","278,700","296,874","268,720","4,233,878",0,"302,116","244,818","180,171","462,356","466,590","881,465","856,816","839,547"
,Foreign,,,"1,544,938","431,617",0,0,"24,138",0,"51,499",0,"770,651","267,033","1,049,291","500,326",0,0,"17,420","130,799","4,508",0,"135,567","260,670","1,242,389","432,214",0,0,"15,962","101,857","4,303",0,"346,857","341,195","3,836,618","1,364,157",0,0,"57,521","232,656","60,310",0,"1,253,075","868,899"
,Export,,,"146,178","78,015",0,0,0,0,0,0,"10,663","57,500","109,823","67,743",0,0,0,0,0,0,"10,080","32,000","125,697","76,685",0,0,0,0,0,0,"21,412","27,600","381,698","222,443",0,0,0,0,0,0,"42,156","117,100"
,Breakbulk,,,182,,,,,,,,182,,0,,,,,,,,0,,521,,,,,,,,521,,703,0,0,0,0,0,0,0,703,0
,Bulk,,,"67,981",,,,,,,,"10,481","57,500","42,080",,,,,,,,"10,080","32,000","48,492",,,,,,,,"20,892","27,600","158,553",0,0,0,0,0,0,0,"41,453","117,100"
,Containerized,,,"78,015","78,015",,,,,,,0,,"67,743","67,743",,,,,,,0,,"76,685","76,685",,,,,,,0,,"222,443","222,443",0,0,0,0,0,0,0,0
,Rolling,,,0,,,,,,,,0,,0,,,,,,,,0,,0,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0
,Import,,,"1,398,760","353,602",0,0,"24,138",0,"51,499",0,"759,988","209,533","939,468","432,584",0,0,"17,420","130,799","4,508",0,"125,487","228,670","1,116,691","355,529",0,0,"15,962","101,857","4,303",0,"325,445","313,595","3,454,920","1,141,715",0,0,"57,521","232,656","60,310",0,"1,210,920","751,799"
,Breakbulk,,,"46,324","29,827",,,,,,,"16,497",,"66,274","59,837",,,,,,,"6,437",,"59,337","36,535",,,,,,,22802.324,,"171,935","126,199",0,0,0,0,0,0,"45,736",0
,Bulk,,,"1,038,471","9,810",,,"24,138",,51499,,"743,491","209,533","518,448","18,000",,,"17,420","130,799",4508,,"119,050","228,670","738,360",,,,"15,962","101,857",4303,,302642.6,"313,595","2,295,279","27,810",0,0,"57,521","232,656","60,310",0,"1,165,184","751,799"
,Containerized,,,"313,845","313,845",,,,,,,0,,"354,747","354,747",,,,,,,0,,"318,994","318,994",,,,,,,0,,"987,586","987,586",0,0,0,0,0,0,0,0
,Rolling,,,120,120,,,,,,,0,,0,,,,,,,,0,,0,,,,,,,,0,,120,120,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container (TEU),,,,"79,720","37,458","28,233",744,"7,912","4,051",0,0,0,"1,322","77,540","41,097","27,343",510,"3,562","3,781",0,0,315,933,"79,425","41,211","25,179",504,"6,860","3,939",0,0,601,"1,133","236,685","119,766","80,755","1,757","18,333","11,771",0,0,916,"3,388"
,Domestic,,,"44,029","1,767","28,233",744,"7,912","4,051",0,0,0,"1,322","38,769","2,326","27,343",510,"3,562","3,781",0,0,315,933,"41,456","3,242","25,179",504,"6,860","3,939",0,0,601,"1,133","124,254","7,335","80,755","1,757","18,333","11,771",0,0,916,"3,388"
,Inbound,,,"23,044","1,025","14,748",391,"3,950","2,273",0,0,0,658,"21,211","1,283","14,949",259,"1,890","2,047",0,0,315,469,"22,215","1,654","13,787",266,"3,418","2,233",0,0,289,569,"66,470","3,962","43,483",916,"9,257","6,553",0,0,604,"1,696"
,Empties,,,"2,129",,524,231,686,30,,,,658,"2,115",,696,93,673,,,,185,469,"2,087",,488,65,677,,,,289,569,"6,331",0,"1,708",388,"2,035",30,0,0,474,"1,696"
,Fulls,,,"20,916","1,025","14,224",161,"3,264","2,243",,,,,"19,096","1,283","14,253",167,"1,217","2,047",,,130,,"20,128",1654,"13,299",202,"2,742","2,233",,,0,,"60,140","3,962","41,775",529,"7,222","6,523",0,0,130,0
,Outbound,,,"20,985",742,"13,486",353,"3,962","1,778",0,0,0,664,"17,558","1,043","12,395",251,"1,672","1,734",0,0,0,464,"19,241","1,588","11,392",238,"3,442","1,706",0,0,312,564,"57,784","3,373","37,272",841,"9,076","5,218",0,0,312,"1,692"
,Empties,,,"6,940",219,"4,061",0,"2,560",100,,,,,"4,820",673,"3,365",0,737,46,,,,,"7,411","1,072","3,788",0,"2,513",21,,,17,,"19,171","1,964","11,213",0,"5,810",167,0,0,17,0
,Fulls,,,"14,045",523,"9,425",353,"1,402","1,678",,,,664,"12,738",370,"9,030",251,936,"1,688",,,,464,"11,831",516,"7,605",238,929,"1,685",,,295,564,"38,613","1,409","26,059",841,"3,266","5,051",0,0,295,"1,692"
,Foreign,,,"35,691","35,691",0,0,0,0,0,0,0,0,"38,771","38,771",0,0,0,0,0,0,0,0,"37,969","37,969",0,0,0,0,0,0,0,0,"112,431","112,431",0,0,0,0,0,0,0,0
,Export,,,"17,701","17,701",0,0,0,0,0,0,0,0,"18,459","18,459",0,0,0,0,,0,0,0,"19,731","19,731",0,0,0,0,,0,0,0,"55,891","55,891",0,0,0,0,0,0,0,0
,Empties,,,"13,243","13,243",,,,,,,,,"14,588","14,588",,,,,,,,,"15,349","15,349",,,,,,0,,,"43,180","43,180",0,0,0,0,0,0,0,0
,Fulls,,,"4,458","4,458",,,,,,,,,"3,871","3,871",,,,,,,,,"4,382","4,382",,,,,,0,,,"12,711","12,711",0,0,0,0,0,0,0,0
,Import,,,"17,990","17,990",0,0,0,0,0,0,0,0,"20,312","20,312",0,0,0,0,0,0,0,0,"18,238","18,238",0,0,0,0,0,0,0,0,"56,541","56,541",0,0,0,0,0,0,0,0
,Empties,,,56,56,,,,,,,,,41,41,,,,,,,,,10,10,,,,,,,,,107,107,0,0,0,0,0,0,0,0
,Fulls,,,"17,934","17,934",,,,,,,,,"20,271","20,271",,,,,,,,,"18,228","18,228",,,,,,,,,"56,434","56,434",0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rolling Cargoes (No. of Units),,,,"  129,978 ",  1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  366,172 ",  1 ,"  24,544 ","  26,605 ","  12,734 ","  21,823 ","  44,570 ","  75,990 ","  70,644 ","  89,261 "
,Domestic,,,"  129,977 ",  -   ,"  8,391 ","  9,428 ","  4,937 ","  7,771 ","  15,677 ","  27,687 ","  23,096 ","  32,990 ","  121,547 ",  -   ,"  8,561 ","  8,749 ","  4,278 ","  7,356 ","  14,049 ","  25,556 ","  24,055 ","  28,943 ","  114,647 ",  -   ,"  7,592 ","  8,428 ","  3,519 ","  6,696 ","  14,844 ","  22,747 ","  23,493 ","  27,328 ","  366,171 ",  -   ,"  24,544 ","  26,605 ","  12,734 ","  21,823 ","  44,570 ","  75,990 ","  70,644 ","  89,261 "
,Inbound,,,"  65,283 ",  -   ,"  4,348 ","  5,028 ","  2,436 ","  3,763 ","  7,815 ","  13,781 ","  11,781 ","  16,331 ","  62,974 ",  -   ,"  4,472 ","  4,715 ","  2,109 ","  3,433 ","  6,944 ","  12,727 ","  12,109 ","  16,465 ","  59,236 ",  -   ,"  3,850 ","  4,227 ","  1,719 ","  3,327 ","  7,310 ","  11,350 ","  11,689 ","  15,764 ","  187,493 ",  -   ,"  12,670 ","  13,970 ","  6,264 ","  10,523 ","  22,069 ","  37,858 ","  35,579 ","  48,560 "
,10W  26000-over,,,"  8,658 ",,  944 ,  605 ,  947 ,1894,  222 ,"  2,357 ",  700 ,  989 ,"  8,430 ",,  978 ,  551 ,  856 ,1892,  150 ,"  2,315 ",  669 ,"  1,019 ","  8,071 ",,"  1,008 ",  256 ,  655 ,1927,  219 ,"  2,354 ",  700 ,  952 ,"  25,159 ",0,"2,930","1,412","2,458","5,713",591,"7,026","2,069","2,960"
,4W  1100-2300,,,"  9,758 ",,  790 ,"  1,259 ",  119 ,,"  2,616 ","  1,008 ","  1,693 ","  2,273 ","  9,002 ",,  803 ,"  1,051 ",  95 ,,"  2,335 ","  1,077 ","  1,486 ","  2,155 ","  8,086 ",,  817 ,  883 ,  80 ,,"  2,212 ",  891 ,"  1,435 ","  1,768 ","  26,846 ",0,"2,410","3,193",294,0,"7,163","2,976","4,614","6,196"
,4W  2400-over,,,"  15,240 ",,"  1,343 ","  1,327 ",  499 ,660,  2 ,"  4,596 ","  2,344 ","  4,469 ","  13,562 ",,"  1,302 ","  1,160 ",  385 ,222,  2 ,"  3,731 ","  2,250 ","  4,510 ","  11,697 ",,"  1,068 ",  904 ,  296 ,403,  -   ,"  3,037 ","  1,729 ","  4,260 ","  40,499 ",0,"3,713","3,391","1,180","1,285",4,"11,364","6,323","13,239"
,6W  4800-7500,,,"  3,676 ",,  50 ,  356 ,  10 ,,"  1,208 ",  404 ,  731 ,  917 ,"  4,603 ",,  53 ,  409 ,  11 ,514,"  1,062 ",  542 ,  963 ,"  1,049 ","  4,148 ",,  58 ,  474 ,  31 ,,"  1,168 ",  559 ,  711 ,"  1,147 ","  12,427 ",0,161,"1,239",52,514,"3,438","1,505","2,405","3,113"
,6W  7600-15000,,,"  5,703 ",,  173 ,  429 ,  174 ,748,  1 ,"  2,310 ",  701 ,"  1,167 ","  5,154 ",,  191 ,  450 ,  143 ,327,  -   ,"  2,182 ",  633 ,"  1,228 ","  5,521 ",,  170 ,  346 ,  153 ,758,  -   ,"  2,041 ",  866 ,"  1,187 ","  16,378 ",0,534,"1,225",470,"1,833",1,"6,533","2,200","3,582"
,8W-10W  20000-25000,,,"  7,728 ",,  27 ,  10 ,  6 ,21,"  2,014 ",  171 ,"  2,862 ","  2,617 ","  7,843 ",,  15 ,  1 ,  10 ,13,"  1,708 ",  204 ,"  3,454 ","  2,438 ","  9,081 ",,  4 ,  417 ,  11 ,12,"  2,005 ",  167 ,"  3,905 ","  2,560 ","  24,652 ",0,46,428,27,46,"5,727",542,"10,221","7,615"
,Heavy Equipment,,,  76 ,,  5 ,  19 ,  3 ,11,  1 ,  11 ,  19 ,  7 ,  33 ,,  5 ,  9 ,  2 ,,  4 ,  4 ,  6 ,  3 ,  34 ,,  7 ,,  1 ,,  5 ,  5 ,  13 ,  3 ,  143 ,0,17,28,6,11,10,20,38,13
,Motor Cycle/ Motor Bike,,,"  14,444 ",,"  1,016 ","  1,023 ",  678 ,429,"  1,751 ","  2,924 ","  2,731 ","  3,892 ","  14,347 ",,"  1,125 ","  1,084 ",  607 ,465,"  1,683 ","  2,672 ","  2,648 ","  4,063 ","  12,598 ",,  718 ,  947 ,  492 ,227,"  1,701 ","  2,296 ","  2,330 ","  3,887 ","  41,389 ",0,"2,859","3,054","1,777","1,121","5,135","7,892","7,709","11,842"
,Outbound,,,"  64,694 ",  -   ,"  4,043 ","  4,400 ","  2,501 ","  4,008 ","  7,862 ","  13,906 ","  11,315 ","  16,659 ","  58,573 ",  -   ,"  4,089 ","  4,034 ","  2,169 ","  3,923 ","  7,105 ","  12,829 ","  11,946 ","  12,478 ","  55,411 ",  -   ,"  3,742 ","  4,201 ","  1,800 ","  3,369 ","  7,534 ","  11,397 ","  11,804 ","  11,564 ","  178,678 ",  -   ,"  11,874 ","  12,635 ","  6,470 ","  11,300 ","  22,501 ","  38,132 ","  35,065 ","  40,701 "
,10W  26000-over,,,"  7,683 ",,  954 ,  538 ,  869 ,"  2,065 ",  224 ,"  2,219 ",  242 ,  572 ,"  7,574 ",,"  1,025 ",  478 ,  752 ,"  2,015 ",  140 ,"  2,124 ",  401 ,  639 ,"  7,263 ",,"  1,166 ",  249 ,  542 ,"  1,976 ",  210 ,"  2,221 ",  288 ,  611 ,"  22,520 ",0,"3,145","1,265","2,163","6,056",574,"6,564",931,"1,822"
,4W  1100-2300,,,"  10,250 ",,  663 ,"  1,094 ",  216 ,,"  2,656 ","  1,140 ","  1,628 ","  2,853 ","  9,744 ",,  579 ,  965 ,  204 ,  356 ,"  2,343 ","  1,222 ","  1,346 ","  2,729 ","  8,578 ",,  528 ,  911 ,  172 ,,"  2,254 ",  992 ,"  1,391 ","  2,330 ","  28,572 ",0,"1,770","2,970",592,356,"7,253","3,354","4,365","7,912"
,4W  2400-over,,,"  16,121 ",,"  1,322 ","  1,090 ",  546 ,  778 ,  -   ,"  4,651 ","  2,329 ","  5,405 ","  14,003 ",,"  1,269 ",  981 ,  459 ,  291 ,  5 ,"  3,785 ","  2,222 ","  4,991 ","  11,983 ",,"  1,070 ",  922 ,  381 ,  444 ,  -   ,"  3,045 ","  1,760 ","  4,361 ","  42,107 ",0,"3,661","2,993","1,386","1,513",5,"11,481","6,311","14,757"
,6W  4800-7500,,,"  3,771 ",,  89 ,  373 ,  20 ,,"  1,214 ",  422 ,  695 ,  958 ,"  4,406 ",,  123 ,  380 ,  13 ,  507 ,"  1,100 ",  524 ,  891 ,  868 ,"  3,841 ",,  91 ,  492 ,  47 ,,"  1,222 ",  545 ,  599 ,  845 ,"  12,018 ",0,303,"1,245",80,507,"3,536","1,491","2,185","2,671"
,6W  7600-15000,,,"  8,078 ",,  189 ,  419 ,  180 ,  676 ,  1 ,"  2,314 ","  2,867 ","  1,432 ","  5,420 ",,  225 ,  419 ,  129 ,  269 ,  -   ,"  2,182 ",  735 ,"  1,461 ","  5,763 ",,  210 ,  357 ,  135 ,  688 ,  -   ,"  2,047 ",  901 ,"  1,425 ","  19,261 ",0,624,"1,195",444,"1,633",1,"6,543","4,503","4,318"
,8W-10W  20000-25000,,,"  4,733 ",,  24 ,  7 ,  14 ,  18 ,"  1,978 ",  144 ,  967 ,"  1,581 ","  7,289 ",,  25 ,  1 ,  16 ,  17 ,"  1,767 ",  196 ,"  3,828 ","  1,439 ","  8,598 ",,  9 ,  381 ,  10 ,  18 ,"  2,119 ",  169 ,"  4,243 ","  1,649 ","  20,620 ",0,58,389,40,53,"5,864",509,"9,038","4,669"
,Heavy Equipment,,,  123 ,,  22 ,  26 ,  15 ,  18 ,  1 ,  16 ,  6 ,  19 ,  66 ,,  13 ,  8 ,  2 ,  15 ,  3 ,  5 ,  15 ,  5 ,  67 ,,  10 ,,  8 ,  15 ,  9 ,  10 ,  11 ,  4 ,  256 ,0,45,34,25,48,13,31,32,28
,Motor Cycle/ Motor Bike,,,"  13,935 ",,  780 ,  853 ,  641 ,  453 ,"  1,788 ","  3,000 ","  2,581 ","  3,839 ","  10,071 ",,  830 ,  802 ,  594 ,  453 ,"  1,747 ","  2,791 ","  2,508 ",  346 ,"  9,318 ",,  658 ,  889 ,  505 ,  228 ,"  1,720 ","  2,368 ","  2,611 ",  339 ,"  33,324 ",0,"2,268","2,544","1,740","1,134","5,255","8,159","7,700","4,524"
,Import,,,  -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 ,1,,,,,,,,
,Heavy Equipment,,,  1 ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 ,1,,,,,,,,
