original,forecast
2024-01-01,7.325170869873358
2024-04-01,7.330361008102491
2024-07-01,7.287622783558063
2024-10-01,7.296546220994333
2025-01-01,7.2666559944541715
2025-04-01,7.276458610059164
2025-07-01,7.255101370785166
2025-10-01,7.264411144596123
2026-01-01,7.248857917420672
2026-04-01,7.257098497004858
2026-07-01,7.2455863480161
2026-10-01,7.252593975251335
2027-01-01,7.243957533392185
2027-04-01,7.249770122571659
2027-07-01,7.243220455137156
2027-10-01,7.247963776196834
2028-01-01,7.242954070358314
2028-04-01,7.246782237311479
2028-07-01,7.242924987432433
2028-10-01,7.24599094032795
2029-01-01,7.243005979061183
2029-04-01,7.245448227241366
2029-07-01,7.243129443194748
2029-10-01,7.245067375158173
2030-01-01,7.24326091506572
2030-04-01,7.244794412851308
2030-07-01,7.243384064010965
2030-10-01,7.244595101373365
2031-01-01,7.243492253188639
2031-04-01,7.244447246634691
2031-07-01,7.243583837509479
2031-10-01,7.244336124507812
2032-01-01,7.243659581260694
2032-04-01,7.244251730804956
2032-07-01,7.243721270045797
2032-10-01,7.244187107336356
2033-01-01,7.243770989563388
2033-04-01,7.244137307260935
2033-07-01,7.243810771822571
2033-10-01,7.244098743887171
2034-01-01,7.243842439856623
2034-04-01,7.244068772250961
2034-07-01,7.243867556413409
2034-10-01,7.244045414102794
2035-01-01,7.243887424381266
2035-04-01,7.244027172812528
2035-07-01,7.243903110597903
2035-10-01,7.244012905803252
2036-01-01,7.243915478081527
2036-04-01,7.244001734622988
2036-07-01,7.243925219145709
2036-10-01,7.243992980228546
2037-01-01,7.243932885904853
2037-04-01,7.243986115564852
2037-07-01,7.2439389168259884
2037-10-01,7.243980730283915
2038-01-01,7.243943659077623
2038-04-01,7.243976504165989
2038-07-01,7.243947386944768
2038-10-01,7.243973186895915
2039-01-01,7.243950316789464
2039-04-01,7.243970582554494
2039-07-01,7.243952619087785
2039-10-01,7.243968537653898
2040-01-01,7.243954428049367
2040-04-01,7.243966931864873
2040-07-01,7.24395584926827
2040-10-01,7.243965670805294
2041-01-01,7.2439569657872696
2041-04-01,7.243964680417314
2041-07-01,7.243957842892762
2041-10-01,7.243963902574701
2042-01-01,7.2439585318992155
2042-04-01,7.2439632916463275
2042-07-01,7.2439590731322445
2042-10-01,7.243962811804823
2043-01-01,7.2439594982777775
2043-04-01,7.243962434917186
2043-07-01,7.243959832230756
2043-10-01,7.243962138890548
2044-01-01,7.243960094549238
2044-04-01,7.243961906374341
2044-07-01,7.243960300597726
2044-10-01,7.243961723741757
2045-01-01,7.243960462445878
2045-04-01,7.243961580290222
2045-07-01,7.2439605895748205
2045-10-01,7.243961467613674
2046-01-01,7.243960689432144
2046-04-01,7.243961379109675
2046-07-01,7.243960767867979
2046-10-01,7.243961309592357
2047-01-01,7.243960829477594
2047-04-01,7.243961254988455
2047-07-01,7.2439608778705304
2047-10-01,7.243961212098584
2048-01-01,7.243960915882041
2048-04-01,7.24396117840974
2048-07-01,7.243960945739168
2048-10-01,7.243961151948043
2049-01-01,7.243960969191213
2049-04-01,7.243961131163071
2049-07-01,7.243960987612216
2049-10-01,7.243961114837014
2050-01-01,7.243961002081457
2050-04-01,7.2439611020133166
2050-07-01,7.243961013446684
2050-10-01,7.243961091940631
2051-01-01,7.243961022373786
2051-04-01,7.243961084028794
2051-07-01,7.2439610293858
2051-10-01,7.243961077814248
2052-01-01,7.243961034893561
2052-04-01,7.243961072932881
2052-07-01,7.2439610392197675
2052-10-01,7.24396106909869
2053-01-01,7.243961042617894
2053-04-01,7.243961066087031
2053-07-01,7.243961045287036
2053-10-01,7.243961063721449
