original,forecast
2024-01-01,3241.915732726495
2024-04-01,3276.4525996973175
2024-07-01,3054.7215532047776
2024-10-01,3000.9512783736827
2025-01-01,3551.310985605266
2025-04-01,3494.705943390192
2025-07-01,3168.7460441216467
2025-10-01,3200.1040768483626
2026-01-01,3822.1281393186655
2026-04-01,3647.135304182385
2026-07-01,3288.8215296022718
2026-10-01,3436.0315291002366
2027-01-01,4054.9999810481877
2027-04-01,3773.529018324344
2027-07-01,3448.060210955946
2027-10-01,3683.410900416601
2028-01-01,4247.420729952015
2028-04-01,3900.66437108872
2028-07-01,3643.9557446670556
2028-10-01,3919.682004949938
2029-01-01,4409.322420367446
2029-04-01,4046.575943540293
2029-07-01,3862.490728337275
2029-10-01,4132.361864397369
2030-01-01,4557.144025804645
2030-04-01,4218.066768206694
2030-07-01,4086.699929650821
2030-10-01,4320.013448353326
2031-01-01,4706.833275618283
2031-04-01,4411.952112187755
2031-07-01,4302.877458744066
2031-10-01,4489.422419234759
2032-01-01,4869.027423857906
2032-04-01,4619.014959588123
2032-07-01,4503.883038333556
2032-10-01,4651.045493884016
2033-01-01,5047.314232870604
2033-04-01,4828.666003347535
2033-07-01,4689.419864113104
2033-10-01,4814.664492676255
2034-01-01,5239.204465790286
2034-04-01,5032.64934838451
2034-07-01,4864.0980093427825
2034-10-01,4986.539180474785
2035-01-01,5438.709153426938
2035-04-01,5226.9225662602785
2035-07-01,5034.543406842877
2035-10-01,5168.50148253327
2036-01-01,5639.2429570791
2036-04-01,5411.666726270516
2036-07-01,5206.736020831807
2036-10-01,5358.697637518499
2037-01-01,5835.85247644258
2037-04-01,5589.977734500852
2037-07-01,5384.338476560802
2037-10-01,5553.258481654092
2038-01-01,6026.275484522856
2038-04-01,5766.03764720263
2038-07-01,5568.242150955755
2038-10-01,5748.102343685207
2039-01-01,6210.847739656281
2039-04-01,5943.489822886624
2039-07-01,5757.111154278732
2039-10-01,5940.269588243981
2040-01-01,6391.628094586584
2040-04-01,6124.463653535214
2040-07-01,5948.458868349654
2040-10-01,6128.511931063173
2041-01-01,6571.24622391472
2041-04-01,6309.360095711387
2041-07-01,6139.763773295172
2041-10-01,6313.173898413082
2042-01-01,6751.914172404339
2042-04-01,6497.23923886467
2042-07-01,6329.265307904495
2042-10-01,6495.6132358923005
2043-01-01,6934.861077483669
2043-04-01,6686.5106721738475
2043-07-01,6516.286703590181
2043-10-01,6677.4775227711025
2044-01-01,7120.241693234583
2044-04-01,6875.621805787282
2044-07-01,6701.124472484815
2044-10-01,6860.104977948638
2045-01-01,7307.406732140663
2045-04-01,7063.530324892317
2045-07-01,6884.667462373667
2045-10-01,7044.199297992569
2046-01-01,7495.343529034067
2046-04-01,7249.877600107088
2046-07-01,7067.944334289281
2046-10-01,7229.798573137117
2047-01-01,7683.099250177494
2047-04-01,7434.897698321992
2047-07-01,7251.761656480318
2047-10-01,7416.460771449965
2048-01-01,7870.059983316319
2048-04-01,7619.168732856818
2048-07-01,7436.5184894379145
2048-10-01,7603.543796760545
2049-01-01,8056.041496489449
2049-04-01,7803.330759037075
2049-07-01,7622.202894021
2049-10-01,7790.464834968774
2050-01-01,8241.219231731548
2050-04-01,7987.868016458678
2050-07-01,7808.5175108605
2050-10-01,7976.864337253584
2051-01-01,8425.967008600852
2051-04-01,8173.004275954185
2051-07-01,7995.056820912128
2051-10-01,8162.651830451929
2052-01-01,8610.68175238334
2052-04-01,8358.710357931479
2052-07-01,8181.465543074601
2052-10-01,8347.954321477404
2053-01-01,8795.652991855153
2053-04-01,8544.788221492214
2053-07-01,8367.534417129518
2053-10-01,8533.012249560166
