original,forecast
2024-01-01,12.75451337376615
2024-04-01,12.779839870578831
2024-07-01,12.577306576833681
2024-10-01,12.675128071756406
2025-01-01,12.535449034826824
2025-04-01,12.641942237492136
2025-07-01,12.529130906916704
2025-10-01,12.628491170189012
2026-01-01,12.531741822134546
2026-04-01,12.620855302107344
2026-07-01,12.536234243849432
2026-10-01,12.615249503084492
2027-01-01,12.540783344463875
2027-04-01,12.610605809307264
2027-07-01,12.544953724518875
2027-10-01,12.606589341248865
2028-01-01,12.548675306722053
2028-04-01,12.603067032649651
2028-07-01,12.551970240812489
2028-10-01,12.599964898272523
2029-01-01,12.554880525664833
2029-04-01,12.5972292681784
2029-07-01,12.557449223039862
2029-10-01,12.59481589109794
2030-01-01,12.559715933911722
2030-04-01,12.592686551887457
2030-07-01,12.561716029530022
2030-10-01,12.59080775325673
2031-01-01,12.56348083457649
2031-04-01,12.589149998124295
2031-07-01,12.565038019153786
2031-10-01,12.587687275527706
2032-01-01,12.566412006256112
2032-04-01,12.586396638866567
2032-07-01,12.56762434777194
2032-10-01,12.585257842280487
2033-01-01,12.568694060654702
2033-04-01,12.584253022083265
2033-07-01,12.569637924721356
2033-10-01,12.583366416284322
2034-01-01,12.570470745730557
2034-04-01,12.582584117270459
2034-07-01,12.57120558759458
2034-10-01,12.58189385362748
2035-01-01,12.571853977294637
2035-04-01,12.58128479764154
2035-07-01,12.572426085694476
2035-10-01,12.58074739545055
2036-01-01,12.572930887083352
2036-04-01,12.58027321717865
2036-07-01,12.573376299949643
2036-10-01,12.579854824702187
2037-01-01,12.573769311192931
2037-04-01,12.579485654972705
2037-07-01,12.5741160857229
2037-10-01,12.579159917066717
2038-01-01,12.574422063164231
2038-04-01,12.578872501347265
2038-07-01,12.574692043184422
2038-10-01,12.57861889931241
2039-01-01,12.574930260783031
2039-04-01,12.578395132873315
2039-07-01,12.575140452723335
2039-10-01,12.578197691952564
2040-01-01,12.575325916148484
2040-04-01,12.578023479423893
2040-07-01,12.575489560301625
2040-10-01,12.577869762529588
2041-01-01,12.575633952161287
2041-04-01,12.577734130013518
2041-07-01,12.575761356707902
2041-10-01,12.577614454297336
2042-01-01,12.575873772453058
2042-04-01,12.57750885810655
2042-07-01,12.575972962788839
2042-10-01,12.57741568502295
2043-01-01,12.576060483649005
2043-04-01,12.577333473501465
2043-07-01,12.576137707915905
2043-10-01,12.577260933943863
2044-01-01,12.57620584695598
2044-04-01,12.577196928469666
2044-07-01,12.576265969621677
2044-10-01,12.577140453066967
2045-01-01,12.576319019017827
2045-04-01,12.577090621843151
2045-07-01,12.576365827295527
2045-10-01,12.577046653128487
2046-01-01,12.576407128705538
2046-04-01,12.577007857214575
2046-07-01,12.576443571116
2046-10-01,12.576973625535352
2047-01-01,12.57647572617511
2047-04-01,12.576943421120909
2047-07-01,12.576504098278196
2047-10-01,12.576916770174403
2048-01-01,12.57652913247984
2048-04-01,12.57689325463991
2048-07-01,12.576551221475142
2048-10-01,12.576872505644657
2049-01-01,12.576570711759695
2049-04-01,12.576854197712763
2049-07-01,12.576587909064811
2049-10-01,12.576838043659702
2050-01-01,12.576603083153339
2050-04-01,12.576823790087436
2050-07-01,12.576616472051256
2050-10-01,12.576811213409524
2051-01-01,12.576628285781426
2051-04-01,12.576800116343865
2051-07-01,12.57663870965809
2051-10-01,12.576790324818067
2052-01-01,12.576647907193763
2052-04-01,12.576781685238883
2052-07-01,12.57665602266416
2052-10-01,12.576774062082901
2053-01-01,12.576663183371341
2053-04-01,12.57676733577067
2053-07-01,12.576669501640627
2053-10-01,12.576761400790941
