original,forecast
2024-01-01,7.246758656421374
2024-04-01,7.251883337820043
2024-07-01,7.209198056518543
2024-10-01,7.218066535628468
2025-01-01,7.188211143355436
2025-04-01,7.197970521843046
2025-07-01,7.1766372165293975
2025-10-01,7.185914258579556
2026-01-01,7.170378006395327
2026-04-01,7.178594420173357
2026-07-01,7.16709454856421
2026-10-01,7.174084646933455
2027-01-01,7.165457165533319
2027-04-01,7.171257211773782
2027-07-01,7.164714089438693
2027-10-01,7.16944853860793
2028-01-01,7.164443587893528
2028-04-01,7.168265548460207
2028-07-01,7.16441171772451
2028-10-01,7.167473379637407
2029-01-01,7.1644908406785754
2029-04-01,7.16693016265195
2029-07-01,7.164613061112435
2029-10-01,7.16654903181206
2030-01-01,7.164743710076061
2030-04-01,7.166275923453908
2030-07-01,7.1648663174189355
2030-10-01,7.166076540907816
2031-01-01,7.1649741521413075
2031-04-01,7.165928655261767
2031-07-01,7.165065506092748
2031-10-01,7.165817522146095
2032-01-01,7.165141101533627
2032-04-01,7.165733126121181
2032-07-01,7.165202696137483
2032-10-01,7.165668503112432
2033-01-01,7.165252357066348
2033-04-01,7.165618703483093
2033-07-01,7.165292104032615
2033-10-01,7.165580139443975
2034-01-01,7.165323751913232
2034-04-01,7.1655501658072245
2034-07-01,7.165348858047947
2034-10-01,7.165526804502388
2035-01-01,7.165368721743524
2035-04-01,7.165508559224073
2035-07-01,7.165384407472256
2035-10-01,7.1654942877347345
2036-01-01,7.165396776698168
2036-04-01,7.165483111877051
2036-07-01,7.165406520722496
2036-10-01,7.1654743528374425
2037-01-01,7.165414191009348
2037-04-01,7.165467483724867
2037-07-01,7.165420225617047
2037-10-01,7.165462094298124
2038-01-01,7.165424971466022
2038-04-01,7.165457864398349
2038-07-01,7.165428702699272
2038-10-01,7.165454543736639
2039-01-01,7.165431635606082
2039-04-01,7.165451936395349
2039-07-01,7.165433940634186
2039-10-01,7.165449888871584
2040-01-01,7.165435751992568
2040-04-01,7.165448280810675
2040-07-01,7.165437175291142
2040-10-01,7.165447017799383
2041-01-01,7.16543829359762
2041-04-01,7.1654460257463715
2041-07-01,7.165439172227563
2041-10-01,7.1654452464918235
2042-01-01,7.165439862525739
2042-04-01,7.165444634372398
2042-07-01,7.165440404847286
2042-10-01,7.165444153530787
2043-01-01,7.165440830905772
2043-04-01,7.165443775806787
2043-07-01,7.165441165621311
2043-10-01,7.165443479083245
2044-01-01,7.1654414285744386
2044-04-01,7.165443245988215
2044-07-01,7.165441635149426
2044-10-01,7.165443062876278
2045-01-01,7.165441797433114
2045-04-01,7.1654429190288065
2045-07-01,7.16544192492142
2045-10-01,7.165442806026001
2046-01-01,7.1654420250745705
2046-04-01,7.165442717253744
2046-07-01,7.165442103753417
2046-10-01,7.165442647516294
2047-01-01,7.165442165562273
2047-04-01,7.165442592732082
2047-07-01,7.165442214118277
2047-10-01,7.165442549694764
2048-01-01,7.165442252263032
2048-04-01,7.165442515885535
2048-07-01,7.165442282228872
2048-10-01,7.165442489325688
2049-01-01,7.165442305769491
2049-04-01,7.165442468460801
2049-07-01,7.165442324262568
2049-10-01,7.165442452069758
2050-01-01,7.165442338790386
2050-04-01,7.165442439193274
2050-07-01,7.1654423502031666
2050-10-01,7.165442429077759
2051-01-01,7.165442359168832
2051-04-01,7.165442421131205
2051-07-01,7.16544236621209
2051-10-01,7.165442414888546
2052-01-01,7.165442371745139
2052-04-01,7.165442409984434
2052-07-01,7.165442376091797
2052-10-01,7.165442406131857
2053-01-01,7.16544237950645
2053-04-01,7.165442403105347
2053-07-01,7.165442382188936
2053-10-01,7.165442400727779
